Dataset,Reason
GSE134359-GPL17586,Large RAW file
GSE12413-GPL1261,Sample size is not consistent: 86 - 84
GSE6532-GPL570,Large RAW file
GSE160119-GPL23126,Large RAW file
GSE224351-GPL24539,Large RAW file
GSE4459-GPL570,Supp is not available
GSE23087-GPL570,Large RAW file
GSE152073-GPL17586,Large RAW file
GSE63089-GPL5175,Large RAW file
GSE24550-GPL5175,Large RAW file
GSE21166-GPL5175,Large RAW file
GSE97-GPL32,Supp is not available
GSE34171-GPL570,Large RAW file
GSE21962-GPL5175,Large RAW file
GSE10609-GPL570,Sample size is not consistent: 92 - 91
GSE180708-GPL23126,Large RAW file
GSE71010-GPL5188,Large RAW file
GSE30285-GPL5175,Large RAW file
GSE29079-GPL5175,Large RAW file
GSE13344-GPL5175,Large RAW file
GSE13344-GPL5188,Large RAW file
GSE73360-GPL17586,Large RAW file
GSE2294-GPL96,Supp is not available
GSE6269-GPL96,CEL file is corrupted
GSE168466-GPL23126,Large RAW file
GSE1427-GPL96,Supp is not available
GSE1427-GPL97,Supp is not available
GSE86945-GPL17586,Large RAW file
GSE56409-GPL570,Supp is not available
GSE4779-GPL1352,Sample size is not consistent: 102 - 0
GSE3726-GPL96,Supp is not available
GSE2565-GPL339,Sample size is not consistent: 104 - 97
GSE6481-GPL96,Supp is not available
GSE5206-GPL570,RAW is not available
GSE74777-GPL17586,Large RAW file
GSE117090-GPL17586,Large RAW file
GSE14471-GPL96,CEL file is corrupted
GSE3141-GPL570,Supp is not available
GSE140939-GPL17586,Large RAW file
GSE76040-GPL17586,Large RAW file
GSE102088-GPL17586,Large RAW file
GSE37171-GPL570,Sample size is not consistent: 115 - 75
GSE11909-GPL96,Sample size is not consistent: 115 - 113
GSE178228-GPL17586,Large RAW file
GSE3446-GPL96,Supp is not available
GSE3446-GPL97,Supp is not available
GSE106977-GPL17586,Large RAW file
GSE8332-GPL570,Sample size is not consistent: 119 - 184
GSE219264-GPL17586,Large RAW file
GSE132050-GPL17586,Large RAW file
GSE412-GPL8300,Supp is not available
GSE190847-GPL23126,Large RAW file
GSE46517-GPL96,Sample size is not consistent: 121 - 100
GSE3629-GPL570,Supp is not available
GSE93291-GPL570,Sample size is not consistent: 123 - 122
GSE8650-GPL96,CEL file is corrupted
GSE8650-GPL97,CEL file is corrupted
GSE29044-GPL570,CEL file is corrupted
GSE3365-GPL96,Supp is not available
GSE5460-GPL570,RStudio is stopped
GSE4573-GPL96,Supp is not available
GSE171053-GPL17586,Large RAW file
GSE124305-GPL22995,Large RAW file
GSE128701-GPL22995,Large RAW file
GSE200879-GPL32170,Large RAW file
GSE754-GPL8300,Supp is not available
GSE8894-GPL570,Supp is not available
GSE99325-GPL19184,CEL file is corrupted
GSE3894-GPL201,Sample size is not consistent: 143 - 116
GSE8991-GPL96,Sample size is not consistent: 144 - 124
GSE8991-GPL97,Sample size is not consistent: 144 - 124
GSE152160-GPL17585,Large RAW file
GSE89399-GPL17586,Large RAW file
GSE3594-GPL81,Supp is not available
GSE120906-GPL17586,Large RAW file
GSE3149-GPL96,Supp is not available
GSE2350-GPL91,Sample size is not consistent: 154 - 111
GSE45827-GPL570,Sample size is not consistent: 155 - 178
GSE106584-GPL17586,Large RAW file
GSE3143-GPL8300,Supp is not available
GSE57387-GPL5175,Large RAW file
GSE201805-GPL5175,Large RAW file
GSE47860-GPL17279,Large RAW file
GSE27342-GPL5175,Large RAW file
GSE47861-GPL17279,Large RAW file
GSE83632-GPL5175,Large RAW file
GSE199063-GPL23126,Large RAW file
GSE279135-GPL17586,Large RAW file
GSE208338-GPL5188,Large RAW file
GSE11784-GPL570,Large RAW file
GSE23980-GPL570,CEL file is corrupted
GSE9372-GPL5175,Large RAW file
GSE1725-GPL8300,Supp is not available
GSE100600-GPL17585,RAW is not available
GSE30422-GPL5188,Large RAW file
GSE30453-GPL5175,Large RAW file
GSE755-GPL8300,Supp is not available
GSE96528-GPL17586,Large RAW file
GSE39754-GPL5175,Large RAW file
GSE9703-GPL5188,Large RAW file
GSE7761-GPL5175,Large RAW file
GSE7851-GPL5175,Large RAW file
GSE7792-GPL5175,Large RAW file
GSE112099-GPL17586,Large RAW file
GSE29682-GPL5188,Large RAW file
GSE62667-GPL5188,Large RAW file
GSE19090-GPL5188,Large RAW file
GSE41847-GPL16209,Large RAW file
GSE168442-GPL17586,Large RAW file
GSE77658-GPL570,Large RAW file
GSE21034-GPL5188,Large RAW file
GSE21034-GPL10264,Large RAW file
GSE14095-GPL570,Supp is not available
GSE2990-GPL96,Sample size is not consistent: 189 - 0
GSE123342-GPL17586,Large RAW file
GSE4115-GPL96,Supp is not available
GSE128204-GPL26292,Large RAW file
GSE208103-GPL23126,Large RAW file
GSE107400-GPL17585,Large RAW file
GSE23720-GPL570,Large RAW file
GSE76250-GPL17586,Large RAW file
GSE3593-GPL96,Supp is not available
GSE57933-GPL5188,Large RAW file
GSE141631-GPL17586,Large RAW file
GSE11318-GPL570,Large RAW file
GSE55248-GPL6193,Large RAW file
GSE97064-GPL17586,Large RAW file
GSE5406-GPL96,Supp is not available
GSE75315-GPL5175,Large RAW file
GSE79956-GPL5188,Large RAW file
GSE41848-GPL16209,Large RAW file
GSE131617-GPL5175,Large RAW file
GSE131617-GPL5188,Large RAW file
GSE114868-GPL17586,Large RAW file
GSE77968-GPL17586,Large RAW file
GSE78148-GPL17585,Large RAW file
GSE163209-GPL17586,Large RAW file
GSE76324-GPL570,Large RAW file
GSE149490-GPL17586,Large RAW file
GSE4611-GPL96,Sample size is not consistent: 218 - 216
GSE5258-GPL3921,Large RAW file
GSE64614-GPL570,Large RAW file
GSE11906-GPL570,Large RAW file
GSE209954-GPL5175,Large RAW file
GSE138064-GPL17586,Large RAW file
GSE8546-GPL8300,Sample size is not consistent: 229 - 220
GSE155933-GPL24047,Large RAW file
GSE155934-GPL28991,Large RAW file
GSE155959-GPL28993,Large RAW file
GSE63127-GPL570,Large RAW file
GSE22047-GPL570,Large RAW file
GSE34211-GPL570,Large RAW file
GSE62116-GPL5188,Large RAW file
GSE11908-GPL97,Sample size is not consistent: 235 - 201
GSE11908-GPL96,Sample size is not consistent: 236 - 211
GSE210272-GPL32540,Subscript out of bounds
GSE94767-GPL5175,Large RAW file
GSE232911-GPL17586,Large RAW file
GSE15695-GPL570,Large RAW file
GSE157009-GPL570,Supp is not available
GSE92708-GPL8300,CEL file is corrupted
GSE141623-GPL17586,Large RAW file
GSE128702-GPL22995,Large RAW file
GSE21349-GPL570,Large RAW file
GSE284772-GPL17586,Large RAW file
GSE79957-GPL5188,Large RAW file
GSE149436-GPL28460,Large RAW file
GSE121974-GPL17586,Large RAW file
GSE74681-GPL17586,Large RAW file
GSE9782-GPL96,RAW is not available
GSE9782-GPL97,RAW is not available
GSE119616-GPL5188,Large RAW file
GSE32030-GPL570,Large RAW file
GSE270823-GPL34649,Large RAW file
GSE276395-GPL23126,Large RAW file
GSE40231-GPL570,Large RAW file
GSE226993-GPL23126,Large RAW file
GSE159216-GPL17586,Large RAW file
GSE85047-GPL5175,Large RAW file
GSE85507-GPL6096,Large RAW file
GSE241101-GPL33696,Large RAW file
GSE163173-GPL23126,Large RAW file
GSE14333-GPL570,Large RAW file
GSE134347-GPL17586,Large RAW file
GSE192444-GPL13667,Subscript out of bounds
GSE153352-GPL5175,Large RAW file
GSE58211-GPL18761,Large RAW file
GSE76297-GPL17586,Large RAW file
GSE10358-GPL570,Sample size is not consistent: 304 - 300
GSE87304-GPL22995,Large RAW file
GSE30219-GPL570,Large RAW file
GSE40117-GPL13916,Large RAW file
GSE41846-GPL16209,Large RAW file
GSE114869-GPL17586,Large RAW file
GSE61804-GPL570,Large RAW file
GSE20685-GPL570,Large RAW file
GSE6532-GPL96,Large RAW file
GSE6532-GPL97,Large RAW file
GSE99573-GPL17586,Large RAW file
GSE5364-GPL96,Supp is not available
GSE5258-GPL96,Large RAW file
GSE50705-GPL570,Large RAW file
GSE3526-GPL570,Large RAW file
GSE1485-GPL201,Sample size is not consistent: 355 - 353
GSE195793-GPL5175,Large RAW file
GSE13070-GPL570,Sample size is not consistent: 364 - 324
GSE12526-GPL201,Sample size is not consistent: 388 - 385
GSE68468-GPL96,Large RAW file
GSE198269-GPL22995,Large RAW file
GSE7123-GPL96,Sample size is not consistent: 397 - 344
GSE108134-GPL570,Large RAW file
GSE36059-GPL570,RStudio is stopped
GSE4581-GPL570,Supp is not available
GSE88886-GPL17586,Large RAW file
GSE10846-GPL570,Large RAW file
GSE37642-GPL96,Large RAW file
GSE37642-GPL97,Large RAW file
GSE136337-GPL27143,Large RAW file
GSE54002-GPL570,Large RAW file
GSE201827-GPL570,Large RAW file
GSE149437-GPL28460,Large RAW file
GSE137680-GPL17586,Large RAW file
GSE137680-GPL17585,Large RAW file
GSE38467-GPL15648,Large RAW file
GSE29604-GPL570,Large RAW file
GSE158309-GPL96,Sample size is not consistent: 461 - 352
GSE115577-GPL17585,Large RAW file
GSE56034-GPL6244,Large RAW file
GSE186582-GPL570,Large RAW file
GSE133513-GPL570,Large RAW file
GSE56033-GPL6244,Large RAW file
GSE210271-GPL32540,Subscript out of bounds
GSE14468-GPL570,Large RAW file
GSE104235-GPL24047,Large RAW file
GSE6891-GPL570,Large RAW file
GSE157547-GPL5175,Large RAW file
GSE4204-GPL570,Supp is not available
GSE46691-GPL5188,Large RAW file
GSE108474-GPL570,Large RAW file
GSE61240-GPL570,Large RAW file
GSE99039-GPL570,Large RAW file
GSE24080-GPL570,Large RAW file
GSE2658-GPL570,Supp is not available
GSE28878-GPL9101,Large RAW file
GSE117468-GPL570,Subscript out of bounds
GSE68848-GPL570,Large RAW file
GSE89292-GPL570,Large RAW file
GSE39582-GPL570,Large RAW file
GSE37069-GPL570,Large RAW file
GSE81653-GPL16686,Large RAW file
GSE83503-GPL5175,Large RAW file
GSE71220-GPL11532,Large RAW file
GSE57083-GPL570,Large RAW file
GSE159289-GPL570,Large RAW file
GSE15907-GPL6246,Large RAW file
GSE87070-GPL570,Large RAW file
GSE78806-GPL570,Large RAW file
GSE45642-GPL17027,Large RAW file
GSE125216-GPL570,Large RAW file
GSE127208-GPL570,Large RAW file
GSE7307-GPL570,Large RAW file
GSE66499-GPL6244,Large RAW file
GSE102484-GPL570,Large RAW file
GSE19301-GPL96,Large RAW file
GSE16778-GPL201,Sample size is not consistent: 695 - 692
GSE83130-GPL3921,Large RAW file
GSE185047-GPL570,Large RAW file
GSE126595-GPL5175,Large RAW file
GSE127711-GPL570,Large RAW file
GSE118985-GPL570,Large RAW file
GSE60690-GPL5175,Large RAW file
GSE277334-GPL13667,Subscript out of bounds
GSE85217-GPL22286,Large RAW file
GSE119295-GPL22995,Large RAW file
GSE70353-GPL13667,Large RAW file
GSE68950-GPL3921,Large RAW file
GSE48433-GPL570,Large RAW file
GSE45878-GPL16977,Large RAW file
GSE36809-GPL570,Large RAW file
GSE136324-GPL27143,Large RAW file
GSE15061-GPL570,Large RAW file
GSE144826-GPL17692,Large RAW file
GSE49531-GPL5175,Large RAW file
GSE112293-GPL17692,Large RAW file
GSE88885-GPL17586,Large RAW file
GSE130991-GPL20265,Large RAW file
GSE36133-GPL15308,Large RAW file
GSE116975-GPL570,Large RAW file
GSE181114-GPL30456,Large RAW file
GSE84422-GPL96,Large RAW file
GSE84422-GPL97,Large RAW file
GSE276561-GPL570,Large RAW file
GSE31161-GPL570,Large RAW file
GSE26835-GPL571,Large RAW file
GSE169038-GPL5175,Large RAW file
GSE138914-GPL20932,Large RAW file
GSE98320-GPL15207,Large RAW file
GSE6306-GPL4557,Large RAW file
GSE88794-GPL11532,Large RAW file
GSE60862-GPL5175,Large RAW file
GSE60863-GPL5188,Large RAW file
GSE25219-GPL5175,Large RAW file
GSE25219-GPL5188,Large RAW file
GSE100833-GPL13158,Large RAW file
GSE207465-GPL32416,Large RAW file
GSE124203-GPL13667,Large RAW file
GSE88884-GPL17586,Large RAW file
GSE13159-GPL570,Large RAW file
GSE2109-GPL570,Large RAW file
GSE203024-GPL570,Large RAW file
GSE73072-GPL14604,Large RAW file
GSE275126-GPL13667,Large RAW file
